iter_1000
2/1206.bmp (0.9999672174453735, '2 CL')
4/1045.bmp (0.995319664478302, '4 nothing')
4/617.bmp (0.5051150321960449, '4 nothing')
4/592.bmp (0.9948409199714661, '4 nothing')
4/663.bmp (0.9999955892562866, '4 nothing')
4/437.bmp (0.9999969601631165, '4 nothing')
4/110.bmp (0.9793880581855774, '4 nothing')
4/336.bmp (0.9470531344413757, '4 nothing')
4/488.bmp (0.9999936819076538, '4 nothing')
4/341.bmp (0.9613134264945984, '4 nothing')
4/902.bmp (0.9987753033638, '4 nothing')
4/800.bmp (0.9989594221115112, '4 nothing')
4/841.bmp (0.9999197125434875, '4 nothing')
4/927.bmp (0.5233733654022217, '4 nothing')
4/1030.bmp (0.8065889477729797, '4 nothing')
4/968.bmp (0.948063850402832, '4 nothing')
4/825.bmp (0.9839282035827637, '4 nothing')
4/1020.bmp (0.9854841232299805, '4 nothing')
4/994.bmp (0.9999681711196899, '4 nothing')
4/273.bmp (0.9999939203262329, '4 nothing')
4/565.bmp (0.5001197457313538, '4 nothing')
4/876.bmp (0.5017619132995605, '4 nothing')
4/18.bmp (0.999809741973877, '4 nothing')
4/508.bmp (0.5007913708686829, '4 nothing')
4/815.bmp (0.503974199295044, '4 nothing')
4/137.bmp (0.6354380249977112, '4 nothing')
4/412.bmp (0.8902217745780945, '4 nothing')
4/917.bmp (0.961625874042511, '4 nothing')
4/643.bmp (0.6175387501716614, '4 nothing')
4/953.bmp (0.5195347666740417, '4 nothing')
4/246.bmp (0.999993622303009, '4 nothing')
4/750.bmp (0.9995234608650208, '4 nothing')
4/765.bmp (0.5090835094451904, '4 nothing')
4/1056.bmp (0.9952313303947449, '4 nothing')
4/942.bmp (0.9999566078186035, '4 nothing')
4/534.bmp (0.9917993545532227, '4 nothing')
4/193.bmp (0.5080952048301697, '4 nothing')
4/80.bmp (0.5180334448814392, '4 nothing')
4/519.bmp (0.9999948740005493, '4 nothing')
4/219.bmp (0.845831573009491, '4 nothing')
4/544.bmp (0.9999604225158691, '4 nothing')
4/392.bmp (0.999996542930603, '4 nothing')
4/979.bmp (0.5021757483482361, '4 nothing')
4/462.bmp (0.5009468793869019, '4 nothing')
4/164.bmp (0.8897798657417297, '4 nothing')

iter_7000
2/1206.bmp (0.9996300935745239, '2 CL')
2/1249.bmp (0.9997599720954895, '2 CL')
2/1309.bmp (0.999606728553772, '2 CL')
2/202.bmp (0.9998224377632141, '2 CL')
2/669.bmp (0.9995967745780945, '2 CL')
2/373.bmp (0.9996797442436218, '2 CL')
2/386.bmp (0.9998939633369446, '2 CL')
2/937.bmp (0.9997316598892212, '2 CL')
2/737.bmp (0.9997072219848633, '2 CL')
2/238.bmp (0.9989218711853027, '2 CL')
2/824.bmp (0.9997814297676086, '2 CL')
2/36.bmp (0.9990718960762024, '2 CL')
2/528.bmp (0.9998294115066528, '2 CL')
2/67.bmp (0.9994354248046875, '2 CL')
2/1143.bmp (0.9999820590019226, '2 CL')
2/1081.bmp (0.9999650120735168, '2 CL')
2/768.bmp (0.9996984601020813, '2 CL')
2/1106.bmp (0.9999710321426392, '2 CL')
2/472.bmp (0.9998928904533386, '2 CL')
2/1112.bmp (0.9999544024467468, '2 CL')
2/602.bmp (0.9992990493774414, '2 CL')
2/42.bmp (0.9991226196289062, '2 CL')
2/1049.bmp (0.9999752044677734, '2 CL')
2/987.bmp (0.9999752044677734, '2 CL')
2/1018.bmp (0.9999814033508301, '2 CL')
2/1174.bmp (0.9999957084655762, '2 CL')
2/404.bmp (0.9994943737983704, '2 CL')
2/571.bmp (0.9996635317802429, '2 CL')
2/1162.bmp (0.9999925494194031, '2 CL')
2/862.bmp (0.9999128580093384, '2 CL')
2/503.bmp (0.9999361038208008, '2 CL')
2/1268.bmp (0.999915599822998, '2 CL')
2/226.bmp (0.9997636675834656, '2 CL')
2/441.bmp (0.999813437461853, '2 CL')
2/1237.bmp (0.9998297691345215, '2 CL')
2/171.bmp (0.9999116063117981, '2 CL')
2/701.bmp (0.9998680949211121, '2 CL')
2/534.bmp (0.9998406171798706, '2 CL')
2/638.bmp (0.9998133778572083, '2 CL')
2/893.bmp (0.9995608329772949, '2 CL')
2/651.bmp (0.9997867345809937, '2 CL')
2/103.bmp (0.9988713264465332, '2 CL')
2/269.bmp (0.9999274015426636, '2 CL')
2/799.bmp (0.9997282028198242, '2 CL')
2/956.bmp (0.999978244304657, '2 CL')
2/134.bmp (0.9999499320983887, '2 CL')
2/924.bmp (0.9998877644538879, '2 CL')
2/337.bmp (0.9999578595161438, '2 CL')
2/306.bmp (0.9997367858886719, '2 CL')
2/831.bmp (0.9998574256896973, '2 CL')
0/790.bmp (0.5000002384185791, '0 HL')
0/66.bmp (0.5000014305114746, '0 HL')
0/1232.bmp (0.5000019073486328, '0 HL')
0/97.bmp (0.5000011920928955, '0 HL')
0/1170.bmp (0.5000011920928955, '0 HL')
0/347.bmp (0.5000002384185791, '0 HL')
0/253.bmp (0.5000042915344238, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000026226043701, '0 HL')
0/122.bmp (0.5000002384185791, '0 HL')
0/846.bmp (0.5, '0 HL')
0/160.bmp (0.5000157356262207, '0 HL')
0/946.bmp (0.4999997019767761, '0 HL')
0/446.bmp (0.5000011920928955, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.49999943375587463, '0 HL')
0/378.bmp (0.5000011920928955, '0 HL')
0/852.bmp (0.5, '0 HL')
0/1201.bmp (0.5000002384185791, '0 HL')
0/596.bmp (0.5, '0 HL')
0/222.bmp (0.4999997615814209, '0 HL')
0/602.bmp (0.5, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000009536743164, '0 HL')
0/403.bmp (0.5000011920928955, '0 HL')
0/316.bmp (0.5000002384185791, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5000007152557373, '0 HL')
0/571.bmp (0.5, '0 HL')
0/508.bmp (0.5, '0 HL')
0/915.bmp (0.5, '0 HL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5000009536743164, '0 HL')
0/883.bmp (0.5, '0 HL')
0/665.bmp (0.5000009536743164, '0 HL')
0/696.bmp (0.5000009536743164, '0 HL')
0/727.bmp (0.5000004768371582, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.5000016689300537, '0 HL')
0/35.bmp (0.5000026226043701, '0 HL')
0/410.bmp (0.5000019073486328, '0 HL')
0/191.bmp (0.5000190734863281, '0 HL')
0/247.bmp (0.500018835067749, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000166893005371, '0 HL')
0/1257.bmp (0.5000007152557373, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.4999907612800598, '1 HR')
1/1108.bmp (0.5, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.49999991059303284, '1 HR')
1/248.bmp (0.49999961256980896, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000030994415283, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.4999998211860657, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.4999999403953552, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.4999999403953552, '1 HR')
1/920.bmp (0.49999552965164185, '1 HR')
1/223.bmp (0.5, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.5, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.4999997019767761, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000004768371582, '1 HR')
1/380.bmp (0.4999966025352478, '1 HR')
1/686.bmp (0.4999999403953552, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.4999999403953552, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.49999886751174927, '1 HR')
1/1156.bmp (0.4999999403953552, '1 HR')
1/211.bmp (0.5, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.4999999403953552, '1 HR')
1/998.bmp (0.49999934434890747, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.4999999403953552, '1 HR')
1/1072.bmp (0.4999999403953552, '1 HR')
1/755.bmp (0.5000002384185791, '1 HR')
1/1138.bmp (0.4999997615814209, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.49999991059303284, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.49999770522117615, '1 HR')
1/1198.bmp (0.5, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.49999991059303284, '1 HR')
3/1142.bmp (0.5, '3 CR')
3/1226.bmp (0.5000004768371582, '3 CR')
3/749.bmp (0.5000001788139343, '3 CR')
3/124.bmp (0.5000275373458862, '3 CR')
3/343.bmp (0.5000311136245728, '3 CR')
3/1200.bmp (0.5000004768371582, '3 CR')
3/1064.bmp (0.5000002384185791, '3 CR')
3/374.bmp (0.5000379085540771, '3 CR')
3/468.bmp (0.5000009536743164, '3 CR')
3/687.bmp (0.5, '3 CR')
3/937.bmp (0.499970018863678, '3 CR')
3/499.bmp (0.5000123977661133, '3 CR')
3/437.bmp (0.5000002384185791, '3 CR')
3/874.bmp (0.5000002384185791, '3 CR')
3/187.bmp (0.5001022815704346, '3 CR')
3/1147.bmp (0.5000002384185791, '3 CR')
3/1205.bmp (0.5000004768371582, '3 CR')
3/456.bmp (0.5000006556510925, '3 CR')
3/562.bmp (0.5000084638595581, '3 CR')
3/406.bmp (0.5000004172325134, '3 CR')
3/968.bmp (0.5, '3 CR')
3/781.bmp (0.4999995827674866, '3 CR')
3/906.bmp (0.5000007748603821, '3 CR')
3/1174.bmp (0.4999885559082031, '3 CR')
3/998.bmp (0.5000007152557373, '3 CR')
3/843.bmp (0.5000030398368835, '3 CR')
3/593.bmp (0.5000057220458984, '3 CR')
3/931.bmp (0.4999814033508301, '3 CR')
3/93.bmp (0.4988066554069519, '3 CR')
3/156.bmp (0.5000419616699219, '3 CR')
3/137.bmp (0.500056266784668, '3 CR')
3/656.bmp (0.49999672174453735, '3 CR')
3/56.bmp (0.5000044107437134, '3 CR')
3/1089.bmp (0.5, '3 CR')
3/218.bmp (0.500135600566864, '3 CR')
3/1028.bmp (0.5000002384185791, '3 CR')
3/281.bmp (0.5000555515289307, '3 CR')
3/1159.bmp (0.5000002980232239, '3 CR')
3/724.bmp (0.5, '3 CR')
3/1010.bmp (0.5000007152557373, '3 CR')
3/624.bmp (0.4999999403953552, '3 CR')
3/62.bmp (0.5000354647636414, '3 CR')
3/1119.bmp (0.5000008940696716, '3 CR')
3/718.bmp (0.49999648332595825, '3 CR')
3/531.bmp (0.5000009536743164, '3 CR')
3/249.bmp (0.5000693798065186, '3 CR')
3/812.bmp (0.4999965727329254, '3 CR')
3/1058.bmp (0.5000002384185791, '3 CR')
3/31.bmp (0.5000180006027222, '3 CR')
3/312.bmp (0.5000232458114624, '3 CR')
4/674.bmp (0.5117006301879883, '4 nothing')
4/1004.bmp (0.9995706677436829, '4 nothing')
4/790.bmp (0.5019716024398804, '4 nothing')
4/775.bmp (0.5004407167434692, '4 nothing')
4/699.bmp (0.9990035891532898, '4 nothing')
4/725.bmp (0.9998690485954285, '4 nothing')
4/1045.bmp (0.9313951730728149, '4 nothing')
4/617.bmp (0.5012016892433167, '4 nothing')
4/592.bmp (0.9367730021476746, '4 nothing')
4/663.bmp (0.9998430013656616, '4 nothing')
4/437.bmp (0.9999197125434875, '4 nothing')
4/110.bmp (0.8174368739128113, '4 nothing')
4/336.bmp (0.6510087251663208, '4 nothing')
4/488.bmp (0.9996623992919922, '4 nothing')
4/341.bmp (0.6872474551200867, '4 nothing')
4/902.bmp (0.9735018014907837, '4 nothing')
4/800.bmp (0.9793784022331238, '4 nothing')
4/841.bmp (0.9971116781234741, '4 nothing')
4/927.bmp (0.5034176707267761, '4 nothing')
4/1030.bmp (0.5827652812004089, '4 nothing')
4/968.bmp (0.7359040379524231, '4 nothing')
4/825.bmp (0.8354813456535339, '4 nothing')
4/1020.bmp (0.8558986783027649, '4 nothing')
4/994.bmp (0.9983679056167603, '4 nothing')
4/273.bmp (0.9997086524963379, '4 nothing')
4/565.bmp (0.5000782012939453, '4 nothing')
4/876.bmp (0.5006865859031677, '4 nothing')
4/18.bmp (0.9956645965576172, '4 nothing')
4/508.bmp (0.5003063082695007, '4 nothing')
4/815.bmp (0.5012913942337036, '4 nothing')
4/137.bmp (0.5329533815383911, '4 nothing')
4/412.bmp (0.5914554595947266, '4 nothing')
4/917.bmp (0.7751439213752747, '4 nothing')
4/643.bmp (0.5182687044143677, '4 nothing')
4/953.bmp (0.505448579788208, '4 nothing')
4/246.bmp (0.9996472597122192, '4 nothing')
4/750.bmp (0.9893348813056946, '4 nothing')
4/765.bmp (0.5021905303001404, '4 nothing')
4/1056.bmp (0.9303693771362305, '4 nothing')
4/942.bmp (0.9981029629707336, '4 nothing')
4/534.bmp (0.8643096685409546, '4 nothing')
4/193.bmp (0.5027254819869995, '4 nothing')
4/80.bmp (0.5023249387741089, '4 nothing')
4/519.bmp (0.9997394680976868, '4 nothing')
4/219.bmp (0.6161261796951294, '4 nothing')
4/544.bmp (0.9981333017349243, '4 nothing')
4/392.bmp (0.9998494386672974, '4 nothing')
4/979.bmp (0.5006394386291504, '4 nothing')
4/462.bmp (0.5003687739372253, '4 nothing')
4/164.bmp (0.6212961673736572, '4 nothing')

iter_8000
2/1206.bmp (0.9993642568588257, '2 CL')
2/1249.bmp (0.9995193481445312, '2 CL')
2/1309.bmp (0.9994791746139526, '2 CL')
2/202.bmp (0.9995406270027161, '2 CL')
2/669.bmp (0.9997072219848633, '2 CL')
2/373.bmp (0.9998903274536133, '2 CL')
2/386.bmp (0.999974250793457, '2 CL')
2/937.bmp (0.9995460510253906, '2 CL')
2/737.bmp (0.9994635581970215, '2 CL')
2/238.bmp (0.997918426990509, '2 CL')
2/824.bmp (0.9997841715812683, '2 CL')
2/36.bmp (0.9999039769172668, '2 CL')
2/528.bmp (0.9997542500495911, '2 CL')
2/67.bmp (0.9999284744262695, '2 CL')
2/1143.bmp (0.9999961853027344, '2 CL')
2/1081.bmp (0.9999880790710449, '2 CL')
2/768.bmp (0.9985899925231934, '2 CL')
2/1106.bmp (0.9999938011169434, '2 CL')
2/472.bmp (0.999839186668396, '2 CL')
2/1112.bmp (0.9999876022338867, '2 CL')
2/602.bmp (0.9995813369750977, '2 CL')
2/42.bmp (0.9999139904975891, '2 CL')
2/1049.bmp (0.9999871253967285, '2 CL')
2/987.bmp (0.9999957084655762, '2 CL')
2/1018.bmp (0.9999861717224121, '2 CL')
2/1174.bmp (0.9999982714653015, '2 CL')
2/404.bmp (0.9998543858528137, '2 CL')
2/571.bmp (0.9996957778930664, '2 CL')
2/1162.bmp (0.9999954104423523, '2 CL')
2/862.bmp (0.9998441934585571, '2 CL')
2/503.bmp (0.9999107122421265, '2 CL')
2/1268.bmp (0.9996639490127563, '2 CL')
2/226.bmp (0.9990989565849304, '2 CL')
2/441.bmp (0.9997998476028442, '2 CL')
2/1237.bmp (0.9994024038314819, '2 CL')
2/171.bmp (0.999649167060852, '2 CL')
2/701.bmp (0.999627947807312, '2 CL')
2/534.bmp (0.9997705221176147, '2 CL')
2/638.bmp (0.9997575879096985, '2 CL')
2/893.bmp (0.9993686676025391, '2 CL')
2/651.bmp (0.9997663497924805, '2 CL')
2/103.bmp (0.9998779296875, '2 CL')
2/269.bmp (0.9997705221176147, '2 CL')
2/799.bmp (0.999388575553894, '2 CL')
2/956.bmp (0.9999904632568359, '2 CL')
2/134.bmp (0.9998119473457336, '2 CL')
2/924.bmp (0.9997607469558716, '2 CL')
2/337.bmp (0.9999880790710449, '2 CL')
2/306.bmp (0.9999170303344727, '2 CL')
2/831.bmp (0.9997986555099487, '2 CL')
0/790.bmp (0.5, '0 HL')
0/66.bmp (0.5000002384185791, '0 HL')
0/1232.bmp (0.5000025629997253, '0 HL')
0/97.bmp (0.5, '0 HL')
0/1170.bmp (0.5000002980232239, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.5000007152557373, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000004768371582, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.5, '0 HL')
0/160.bmp (0.500011682510376, '0 HL')
0/946.bmp (0.499999463558197, '0 HL')
0/446.bmp (0.5000002384185791, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.4999984800815582, '0 HL')
0/378.bmp (0.5000002384185791, '0 HL')
0/852.bmp (0.5, '0 HL')
0/1201.bmp (0.5000001788139343, '0 HL')
0/596.bmp (0.5, '0 HL')
0/222.bmp (0.49999991059303284, '0 HL')
0/602.bmp (0.5, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000002384185791, '0 HL')
0/403.bmp (0.5000002384185791, '0 HL')
0/316.bmp (0.5, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5000002384185791, '0 HL')
0/571.bmp (0.4999999403953552, '0 HL')
0/508.bmp (0.4999999403953552, '0 HL')
0/915.bmp (0.49999991059303284, '0 HL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5000002384185791, '0 HL')
0/883.bmp (0.4999999403953552, '0 HL')
0/665.bmp (0.5000002384185791, '0 HL')
0/696.bmp (0.5000002384185791, '0 HL')
0/727.bmp (0.5, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.5000032782554626, '0 HL')
0/35.bmp (0.5000002384185791, '0 HL')
0/410.bmp (0.5000004768371582, '0 HL')
0/191.bmp (0.5000078678131104, '0 HL')
0/247.bmp (0.5000040531158447, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.4999985694885254, '0 HL')
0/1257.bmp (0.5000001788139343, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.49999991059303284, '1 HR')
1/1108.bmp (0.5, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.5, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000278949737549, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.5, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.5, '1 HR')
1/920.bmp (0.4999999403953552, '1 HR')
1/223.bmp (0.5, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.5000009536743164, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.5, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000016689300537, '1 HR')
1/380.bmp (0.4999999403953552, '1 HR')
1/686.bmp (0.5, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.5, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.5, '1 HR')
1/1156.bmp (0.5, '1 HR')
1/211.bmp (0.5, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.5, '1 HR')
1/998.bmp (0.5, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.5, '1 HR')
1/1072.bmp (0.5, '1 HR')
1/755.bmp (0.5000007152557373, '1 HR')
1/1138.bmp (0.5, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.5, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.5, '1 HR')
1/1198.bmp (0.5, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.5, '1 HR')
3/1142.bmp (0.5000002384185791, '3 CR')
3/1226.bmp (0.5000007152557373, '3 CR')
3/749.bmp (0.5, '3 CR')
3/124.bmp (0.5011227130889893, '3 CR')
3/343.bmp (0.5000712275505066, '3 CR')
3/1200.bmp (0.5000004768371582, '3 CR')
3/1064.bmp (0.5, '3 CR')
3/374.bmp (0.5001077651977539, '3 CR')
3/468.bmp (0.5, '3 CR')
3/687.bmp (0.5, '3 CR')
3/937.bmp (0.4999988079071045, '3 CR')
3/499.bmp (0.5000951290130615, '3 CR')
3/437.bmp (0.5, '3 CR')
3/874.bmp (0.5000004768371582, '3 CR')
3/187.bmp (0.5001835823059082, '3 CR')
3/1147.bmp (0.5000007152557373, '3 CR')
3/1205.bmp (0.5000007152557373, '3 CR')
3/456.bmp (0.5000002384185791, '3 CR')
3/562.bmp (0.5000076293945312, '3 CR')
3/406.bmp (0.5, '3 CR')
3/968.bmp (0.5, '3 CR')
3/781.bmp (0.4999999403953552, '3 CR')
3/906.bmp (0.5000009536743164, '3 CR')
3/1174.bmp (0.5000036358833313, '3 CR')
3/998.bmp (0.5000019073486328, '3 CR')
3/843.bmp (0.5000107288360596, '3 CR')
3/593.bmp (0.5000500679016113, '3 CR')
3/931.bmp (0.5000074505805969, '3 CR')
3/93.bmp (0.4991510808467865, '3 CR')
3/156.bmp (0.500023603439331, '3 CR')
3/137.bmp (0.5000259876251221, '3 CR')
3/656.bmp (0.49999991059303284, '3 CR')
3/56.bmp (0.5000648498535156, '3 CR')
3/1089.bmp (0.5, '3 CR')
3/218.bmp (0.5000228881835938, '3 CR')
3/1028.bmp (0.5, '3 CR')
3/281.bmp (0.5002412796020508, '3 CR')
3/1159.bmp (0.5000007152557373, '3 CR')
3/724.bmp (0.5, '3 CR')
3/1010.bmp (0.5000004768371582, '3 CR')
3/624.bmp (0.5, '3 CR')
3/62.bmp (0.5010077953338623, '3 CR')
3/1119.bmp (0.5000007152557373, '3 CR')
3/718.bmp (0.5000001788139343, '3 CR')
3/531.bmp (0.5000064373016357, '3 CR')
3/249.bmp (0.5000324249267578, '3 CR')
3/812.bmp (0.4999999403953552, '3 CR')
3/1058.bmp (0.5, '3 CR')
3/31.bmp (0.5003013610839844, '3 CR')
3/312.bmp (0.5000714063644409, '3 CR')
4/674.bmp (0.5497528910636902, '4 nothing')
4/1004.bmp (0.9999769330024719, '4 nothing')
4/790.bmp (0.5040530562400818, '4 nothing')
4/775.bmp (0.5005162358283997, '4 nothing')
4/699.bmp (0.9999316334724426, '4 nothing')
4/725.bmp (0.9999954104423523, '4 nothing')
4/1045.bmp (0.9885503649711609, '4 nothing')
4/617.bmp (0.5025669932365417, '4 nothing')
4/592.bmp (0.9944685697555542, '4 nothing')
4/663.bmp (0.9999951124191284, '4 nothing')
4/437.bmp (0.9999980926513672, '4 nothing')
4/110.bmp (0.9280352592468262, '4 nothing')
4/336.bmp (0.8098456263542175, '4 nothing')
4/488.bmp (0.9999906420707703, '4 nothing')
4/341.bmp (0.8384443521499634, '4 nothing')
4/902.bmp (0.9981869459152222, '4 nothing')
4/800.bmp (0.9976828694343567, '4 nothing')
4/841.bmp (0.9998482465744019, '4 nothing')
4/927.bmp (0.506479024887085, '4 nothing')
4/1030.bmp (0.6455497741699219, '4 nothing')
4/968.bmp (0.8964589834213257, '4 nothing')
4/825.bmp (0.9467611312866211, '4 nothing')
4/1020.bmp (0.9693378210067749, '4 nothing')
4/994.bmp (0.9998809099197388, '4 nothing')
4/273.bmp (0.9999844431877136, '4 nothing')
4/565.bmp (0.5000943541526794, '4 nothing')
4/876.bmp (0.5008920431137085, '4 nothing')
4/18.bmp (0.9997954368591309, '4 nothing')
4/508.bmp (0.5009296536445618, '4 nothing')
4/815.bmp (0.5011202096939087, '4 nothing')
4/137.bmp (0.5931873917579651, '4 nothing')
4/412.bmp (0.7150506377220154, '4 nothing')
4/917.bmp (0.9361335039138794, '4 nothing')
4/643.bmp (0.5246549248695374, '4 nothing')
4/953.bmp (0.5152857899665833, '4 nothing')
4/246.bmp (0.9999898672103882, '4 nothing')
4/750.bmp (0.9989644289016724, '4 nothing')
4/765.bmp (0.5026857852935791, '4 nothing')
4/1056.bmp (0.9878215789794922, '4 nothing')
4/942.bmp (0.9998825788497925, '4 nothing')
4/534.bmp (0.96015465259552, '4 nothing')
4/193.bmp (0.5055080056190491, '4 nothing')
4/80.bmp (0.5051024556159973, '4 nothing')
4/519.bmp (0.9999935030937195, '4 nothing')
4/219.bmp (0.753583550453186, '4 nothing')
4/544.bmp (0.9998666048049927, '4 nothing')
4/392.bmp (0.9999966621398926, '4 nothing')
4/979.bmp (0.5008178353309631, '4 nothing')
4/462.bmp (0.5010916590690613, '4 nothing')
4/164.bmp (0.7119948267936707, '4 nothing')

iter_9000
2/1206.bmp (0.9157827496528625, '2 CL')
2/1249.bmp (0.9246163368225098, '2 CL')
2/1309.bmp (0.9297809600830078, '2 CL')
2/202.bmp (0.9124695658683777, '2 CL')
2/669.bmp (0.943518340587616, '2 CL')
2/373.bmp (0.9587889909744263, '2 CL')
2/386.bmp (0.9778943061828613, '2 CL')
2/937.bmp (0.9340590238571167, '2 CL')
2/737.bmp (0.9253443479537964, '2 CL')
2/238.bmp (0.8963700532913208, '2 CL')
2/824.bmp (0.9360386729240417, '2 CL')
2/36.bmp (0.9722973108291626, '2 CL')
2/528.bmp (0.9345365762710571, '2 CL')
2/67.bmp (0.9683064222335815, '2 CL')
2/1143.bmp (0.9853636622428894, '2 CL')
2/1081.bmp (0.9727972745895386, '2 CL')
2/768.bmp (0.9039807319641113, '2 CL')
2/1106.bmp (0.9854429364204407, '2 CL')
2/472.bmp (0.9426175355911255, '2 CL')
2/1112.bmp (0.9789527058601379, '2 CL')
2/602.bmp (0.9469467997550964, '2 CL')
2/42.bmp (0.9719451665878296, '2 CL')
2/1049.bmp (0.9813047647476196, '2 CL')
2/987.bmp (0.9887992739677429, '2 CL')
2/1018.bmp (0.9819415211677551, '2 CL')
2/1174.bmp (0.9888583421707153, '2 CL')
2/404.bmp (0.9619477987289429, '2 CL')
2/571.bmp (0.9314994812011719, '2 CL')
2/1162.bmp (0.9820258021354675, '2 CL')
2/862.bmp (0.9410417675971985, '2 CL')
2/503.bmp (0.9514976739883423, '2 CL')
2/1268.bmp (0.9334139823913574, '2 CL')
2/226.bmp (0.9070748090744019, '2 CL')
2/441.bmp (0.9361162185668945, '2 CL')
2/1237.bmp (0.9209408760070801, '2 CL')
2/171.bmp (0.9200029373168945, '2 CL')
2/701.bmp (0.9339178800582886, '2 CL')
2/534.bmp (0.9373264312744141, '2 CL')
2/638.bmp (0.9333745241165161, '2 CL')
2/893.bmp (0.9158673286437988, '2 CL')
2/651.bmp (0.9295777082443237, '2 CL')
2/103.bmp (0.9637786149978638, '2 CL')
2/269.bmp (0.9169734716415405, '2 CL')
2/799.bmp (0.9180541038513184, '2 CL')
2/956.bmp (0.9799602627754211, '2 CL')
2/134.bmp (0.9342191815376282, '2 CL')
2/924.bmp (0.9466832876205444, '2 CL')
2/337.bmp (0.98491370677948, '2 CL')
2/306.bmp (0.9674732089042664, '2 CL')
2/831.bmp (0.9379121661186218, '2 CL')
0/790.bmp (0.49957722425460815, '0 HL')
0/66.bmp (0.5003944635391235, '0 HL')
0/1232.bmp (0.5019240975379944, '0 HL')
